"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","754","PROD_007 verify cart navigation","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","960","CHECKOUT_013 cancel checkout flow","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","664","SEARCH_010 sort A to Z","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","519","AUTH_001 valid login","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","489","CHECKOUT_010 verify finish button visible","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","879","CART_002 add multiple products","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","736","ORDER_006 verify checkout button visible","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","324","SEARCH_003 verify add to cart button visible","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","1214","CART_010 verify cart page URL","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","341","SEARCH_015 verify inventory page loaded after login","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","681","PROD_006 add multiple products to cart","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","330","PROD_003 verify product names visible","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","422","PROFILE_011 back navigation","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","1534","PROFILE_011 back navigation","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","624","AUTH_003 invalid password","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","1620","AUTH_001 valid login","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","734","CART_013 verify empty cart state","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","376","PROD_005 add first product to cart","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","361","WISHLIST_001 verify inventory page loaded","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","338","SEARCH_001 verify products visible","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","520","CHECKOUT_005 validate first name required","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","430","CART_001 add single product","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","836","WISHLIST_012 add and remove flow validation","webkit","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","771","WISHLIST_010 cart badge appears after add","webkit","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","603","PROFILE_012 inventory stability","webkit","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","774","WISHLIST_009 cart icon visible","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","314","AUTH_002 invalid username","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","634","AUTH_002 invalid username","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","487","CHECKOUT_007 validate postal code required","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","355","SEARCH_013 sort price high to low","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","320","PROFILE_003 cart visible","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","431","AUTH_010 verify login button visible","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","603","SEARCH_008 verify cart icon visible","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","677","SEARCH_015 verify inventory page loaded after login","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","610","PROD_009 sort products (A to Z)","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","767","PROFILE_015 full flow","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","575","AUTH_007 locked out user","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","352","WISHLIST_002 verify inventory count > 0","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","739","ORDER_005 open cart page","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","818","WISHLIST_008 open cart page","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","790","CART_007 verify checkout button visible","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","1316","AUTH_015 logout flow","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","368","ORDER_006 verify checkout button visible","chromium","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","5330","AUTH_009 performance glitch user login","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","3345","AUTH_001 valid login","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","622","SEARCH_009 verify sorting dropdown visible","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","322","PROD_004 verify product prices visible","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","396","PROFILE_015 full flow","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","566","AUTH_002 invalid username","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","1047","CHECKOUT_012 verify back home button","firefox","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","518","ORDER_015 full end-to-end order flow","chromium","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","1424","SEARCH_002 verify product names visible","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","700","CART_008 verify continue shopping button","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","724","WISHLIST_004 add single item to cart","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","816","ORDER_007 navigate to checkout step one","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","1014","CHECKOUT_015 full end-to-end checkout flow","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","829","CHECKOUT_003 proceed to checkout step one","firefox","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","373","PROFILE_010 cart navigation","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","684","ORDER_001 verify login success","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","889","CHECKOUT_004 validate empty form error","firefox","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","608","PROFILE_013 images visible","webkit","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","735","CART_008 verify continue shopping button","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","388","AUTH_012 verify password field visible","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","453","CART_002 add multiple products","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","484","CHECKOUT_009 verify checkout overview page","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","351","PROD_010 sort products (Z to A)","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","380","ORDER_005 open cart page","chromium","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","686","PROD_001 verify product page loaded","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","474","CHECKOUT_013 cancel checkout flow","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","1013","CHECKOUT_005 validate first name required","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","405","PROD_006 add multiple products to cart","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","343","SEARCH_008 verify cart icon visible","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","1579","get started link","webkit","2026-06-05","passed","2026-06-05","","example.spec.js","",""
"","754","ORDER_004 add product and verify cart badge","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","453","CHECKOUT_003 proceed to checkout step one","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","891","ORDER_008 empty checkout validation","firefox","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","349","PROFILE_014 title check","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","918","ORDER_010 verify overview page","firefox","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","325","PROFILE_001 inventory visible","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","732","WISHLIST_002 verify inventory count > 0","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","1181","ORDER_011 verify finish button","firefox","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","1200","WISHLIST_011 inventory stability check","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","996","SEARCH_009 verify sorting dropdown visible","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","991","CART_006 remove multiple items","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","844","WISHLIST_007 remove first item from cart","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","850","PROD_015 verify page reload retains products","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","695","WISHLIST_001 verify inventory page loaded","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","712","PROD_009 sort products (A to Z)","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","836","SEARCH_006 remove product from cart","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","480","CART_011 verify product persists after refresh","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","743","CART_001 add single product","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","520","CHECKOUT_011 complete checkout successfully","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","1116","WISHLIST_003 verify add to cart buttons visible","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","294","AUTH_005 empty password","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","558","AUTH_004 empty username","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","356","PROFILE_006 logout visible","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","405","PROD_015 verify page reload retains products","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","919","CHECKOUT_009 verify checkout overview page","firefox","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","746","CART_010 verify cart page URL","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","624","PROFILE_013 images visible","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","832","CART_009 verify cart badge increases","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","769","PROD_015 verify page reload retains products","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","608","PROD_008 verify sort dropdown visible","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","956","ORDER_013 verify order confirmation text","webkit","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","432","WISHLIST_006 add multiple items using loop","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","481","CART_015 final cart stability check","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","578","PROD_003 verify product names visible","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","828","CART_009 verify cart badge increases","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","4311","SEARCH_013 sort price high to low","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","709","SEARCH_007 open cart page","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","798","CART_001 add single product","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","701","SEARCH_011 sort Z to A","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","406","CHECKOUT_001 open cart page","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","341","SEARCH_009 verify sorting dropdown visible","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","946","get started link","firefox","2026-06-05","passed","2026-06-05","","example.spec.js","",""
"","862","CART_011 verify product persists after refresh","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","616","PROD_002 verify product list visible","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","328","PROD_008 verify sort dropdown visible","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","708","PROFILE_008 URL check","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","978","CHECKOUT_006 validate last name required","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","671","SEARCH_004 add single product","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","612","SEARCH_002 verify product names visible","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","374","PROD_011 sort price low to high","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","357","WISHLIST_003 verify add to cart buttons visible","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","818","CART_007 verify checkout button visible","firefox","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","232","AUTH_013 login page load","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","711","PROD_005 add first product to cart","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","473","CHECKOUT_004 validate empty form error","chromium","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","319","SEARCH_002 verify product names visible","chromium","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","318","PROD_002 verify product list visible","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","1667","AUTH_015 logout flow","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","610","AUTH_003 invalid password","webkit","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","441","WISHLIST_005 add item by index","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","327","AUTH_007 locked out user","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","939","ORDER_014 back to home button visible","firefox","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","839","CART_004 verify cart items visible","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","646","SEARCH_012 sort price low to high","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","267","AUTH_010 verify login button visible","chromium","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","518","AUTH_011 verify username field visible","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","1131","PROD_012 sort price high to low","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","4879","WISHLIST_010 cart badge appears after add","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","979","CHECKOUT_009 verify checkout overview page","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","650","SEARCH_013 sort price high to low","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","692","CHECKOUT_002 verify checkout button visible","firefox","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","832","WISHLIST_012 add and remove flow validation","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","370","CART_010 verify cart page URL","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","636","PROFILE_002 app logo visible","webkit","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","454","ORDER_008 empty checkout validation","chromium","2026-06-05","passed","2026-06-05","Order Service - Sauce Demo","Order/order.spec.js","",""
"","742","PROFILE_005 menu opens","webkit","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","1252","PROFILE_007 logout works","chromium","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","432","CART_012 verify remove button visible","chromium","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","783","SEARCH_006 remove product from cart","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","1121","SEARCH_014 full cart flow validation","firefox","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","5764","AUTH_009 performance glitch user login","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
"","746","CART_003 open cart page","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","908","PROD_013 verify add to cart button visible","firefox","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","836","CART_002 add multiple products","webkit","2026-06-05","passed","2026-06-05","Cart Service - Sauce Demo","Cart/cart.spec.js","",""
"","426","WISHLIST_012 add and remove flow validation","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","634","PROFILE_003 cart visible","webkit","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","364","PROD_007 verify cart navigation","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","608","PROD_010 sort products (Z to A)","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","812","WISHLIST_015 full wishlist flow","firefox","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","1086","CHECKOUT_012 verify back home button","webkit","2026-06-05","passed","2026-06-05","Checkout Service - Sauce Demo","Checkout/checkout.spec.js","",""
"","334","PROD_012 sort price high to low","chromium","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","961","PROFILE_009 refresh persistence","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","586","SEARCH_003 verify add to cart button visible","webkit","2026-06-05","passed","2026-06-05","Search Service - Sauce Demo","Search/search-addon.spec.js","",""
"","636","PROD_001 verify product page loaded","webkit","2026-06-05","passed","2026-06-05","Product Service - Sauce Demo","Product/product.spec.js","",""
"","391","WISHLIST_004 add single item to cart","chromium","2026-06-05","passed","2026-06-05","Wishlist Service - Sauce Demo ()","Wishlist(addon)/wishlist-addon.spec.js","",""
"","1852","PROFILE_010 cart navigation","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","654","PROFILE_004 product count > 0","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","606","PROFILE_003 cart visible","firefox","2026-06-05","passed","2026-06-05","User Profile Service - Sauce Demo","Profile(addon)/profile.spec.js","",""
"","626","AUTH_007 locked out user","firefox","2026-06-05","passed","2026-06-05","Authentication Service - Sauce Demo","Authentication/login.spec.js","",""
